"tabName","tabSchema","type","remarks","colCount","qualifiedName"
"EXPLAIN_ARGUMENT","ASK","T",,"12","ASK.EXPLAIN_ARGUMENT"
"EXPLAIN_INSTANCE","ASK","T",,"24","ASK.EXPLAIN_INSTANCE"
"EXPLAIN_OBJECT","ASK","T",,"45","ASK.EXPLAIN_OBJECT"
"EXPLAIN_OPERATOR","ASK","T",,"22","ASK.EXPLAIN_OPERATOR"
"EXPLAIN_PREDICATE","ASK","T",,"16","ASK.EXPLAIN_PREDICATE"
"EXPLAIN_STATEMENT","ASK","T",,"17","ASK.EXPLAIN_STATEMENT"
"EXPLAIN_STREAM","ASK","T",,"22","ASK.EXPLAIN_STREAM"
"LOSTUEN","ASK","T","SAMVIRKE SPESIAL","2","ASK.LOSTUEN"
"M3_CIDMAS","ASK","T",,"40","ASK.M3_CIDMAS"
"AARSAK","BUT","V",,"2","BUT.AARSAK"
"A_ORDREHODE","CRM","V",,"12","CRM.A_ORDREHODE"
"A_ORDREHODE_MASKIN","CRM","V",,"28","CRM.A_ORDREHODE_MASKIN"
"A_ORDREHODE_MASKIN2","CRM","V",,"30","CRM.A_ORDREHODE_MASKIN2"
"A_ORDREHODE_NY","CRM","V",,"16","CRM.A_ORDREHODE_NY"
"A_ORDREHODE_U","CRM","V",,"13","CRM.A_ORDREHODE_U"
"A_ORDRELINJER","CRM","V",,"14","CRM.A_ORDRELINJER"
"A_ORDRELINJER_MASKIN","CRM","V",,"18","CRM.A_ORDRELINJER_MASKIN"
"A_ORDRELINJER_MASKIN2","CRM","V",,"21","CRM.A_ORDRELINJER_MASKIN2"
"A_ORDRELINJER_NY","CRM","V",,"15","CRM.A_ORDRELINJER_NY"
"AH_ORDREHODE_MASKIN","CRM","V",,"29","CRM.AH_ORDREHODE_MASKIN"
"AH_ORDRELINJER_MASKIN","CRM","V",,"16","CRM.AH_ORDRELINJER_MASKIN"
"AH_ORDRELINJER_MASKIN2","CRM","V",,"21","CRM.AH_ORDRELINJER_MASKIN2"
"FRAKTRATER","CRM","V",,"6","CRM.FRAKTRATER"
"KRAFTFOR_BULK","CRM","V",,"10","CRM.KRAFTFOR_BULK"
"KREDITT","CRM","V",,"2","CRM.KREDITT"
"KRETS","CRM","V",,"2","CRM.KRETS"
"KUNDEGR","CRM","V",,"2","CRM.KUNDEGR"
"KUNDER","CRM","V",,"44","CRM.KUNDER"
"KUNDER_U","CRM","V",,"13","CRM.KUNDER_U"
"KUNDER2018","CRM","V",,"54","CRM.KUNDER2018"
"LAND_NAVN","CRM","V",,"2","CRM.LAND_NAVN"
"MARKEDSREGISTER","CRM","V",,"52","CRM.MARKEDSREGISTER"
"MAS_MASKIN","CRM","V",,"91","CRM.MAS_MASKIN"
"MAX_TID_A_ORDRE","CRM","V",,"3","CRM.MAX_TID_A_ORDRE"
"MAX_TID_ORDRE","CRM","V",,"3","CRM.MAX_TID_ORDRE"
"MEDLEM","CRM","V",,"2","CRM.MEDLEM"
"MOTTAK_KORN","CRM","V",,"6","CRM.MOTTAK_KORN"
"MOTTAK_KORNBEL","CRM","V",,"5","CRM.MOTTAK_KORNBEL"
"ORDREHODE","CRM","V",,"13","CRM.ORDREHODE"
"ORDRELINJER","CRM","V",,"14","CRM.ORDRELINJER"
"POSTNR","CRM","V",,"2","CRM.POSTNR"
"REGION","CRM","V",,"2","CRM.REGION"
"SALG_MOTTAKER","CRM","V",,"8","CRM.SALG_MOTTAKER"
"TILG_AVD","CRM","V",,"4","CRM.TILG_AVD"
"ADVISE_INDEX","DB2ADMIN","T",,"48","DB2ADMIN.ADVISE_INDEX"
"ADVISE_INSTANCE","DB2ADMIN","T",,"5","DB2ADMIN.ADVISE_INSTANCE"
"ADVISE_MQT","DB2ADMIN","T",,"28","DB2ADMIN.ADVISE_MQT"
"ADVISE_PARTITION","DB2ADMIN","T",,"20","DB2ADMIN.ADVISE_PARTITION"
"ADVISE_TABLE","DB2ADMIN","T",,"12","DB2ADMIN.ADVISE_TABLE"
"ADVISE_WORKLOAD","DB2ADMIN","T",,"10","DB2ADMIN.ADVISE_WORKLOAD"
"EXPLAIN_ARGUMENT","DB2ADMIN","T",,"12","DB2ADMIN.EXPLAIN_ARGUMENT"
"EXPLAIN_INSTANCE","DB2ADMIN","T",,"24","DB2ADMIN.EXPLAIN_INSTANCE"
"EXPLAIN_OBJECT","DB2ADMIN","T",,"45","DB2ADMIN.EXPLAIN_OBJECT"
"EXPLAIN_OPERATOR","DB2ADMIN","T",,"22","DB2ADMIN.EXPLAIN_OPERATOR"
"EXPLAIN_PREDICATE","DB2ADMIN","T",,"16","DB2ADMIN.EXPLAIN_PREDICATE"
"EXPLAIN_STATEMENT","DB2ADMIN","T",,"17","DB2ADMIN.EXPLAIN_STATEMENT"
"EXPLAIN_STREAM","DB2ADMIN","T",,"22","DB2ADMIN.EXPLAIN_STREAM"
"ROUTINE_DEBUG","DB2DBG","T",,"9","DB2DBG.ROUTINE_DEBUG"
"ROUTINE_DEBUG_USER","DB2DBG","V",,"9","DB2DBG.ROUTINE_DEBUG_USER"
"ADVISE_INDEX","DB2NT","T",,"52","DB2NT.ADVISE_INDEX"
"ADVISE_INSTANCE","DB2NT","T",,"5","DB2NT.ADVISE_INSTANCE"
"ADVISE_MQT","DB2NT","T",,"28","DB2NT.ADVISE_MQT"
"ADVISE_PARTITION","DB2NT","T",,"20","DB2NT.ADVISE_PARTITION"
"ADVISE_TABLE","DB2NT","T",,"12","DB2NT.ADVISE_TABLE"
"ADVISE_WORKLOAD","DB2NT","T",,"10","DB2NT.ADVISE_WORKLOAD"
"EXPLAIN_ACTUALS","DB2NT","T",,"14","DB2NT.EXPLAIN_ACTUALS"
"EXPLAIN_ARGUMENT","DB2NT","T",,"12","DB2NT.EXPLAIN_ARGUMENT"
"EXPLAIN_DIAGNOSTIC","DB2NT","T",,"10","DB2NT.EXPLAIN_DIAGNOSTIC"
"EXPLAIN_DIAGNOSTIC_DATA","DB2NT","T",,"12","DB2NT.EXPLAIN_DIAGNOSTIC_DATA"
"EXPLAIN_INSTANCE","DB2NT","T",,"24","DB2NT.EXPLAIN_INSTANCE"
"EXPLAIN_OBJECT","DB2NT","T",,"46","DB2NT.EXPLAIN_OBJECT"
"EXPLAIN_OPERATOR","DB2NT","T",,"22","DB2NT.EXPLAIN_OPERATOR"
"EXPLAIN_PREDICATE","DB2NT","T",,"17","DB2NT.EXPLAIN_PREDICATE"
"EXPLAIN_STATEMENT","DB2NT","T",,"17","DB2NT.EXPLAIN_STATEMENT"
"EXPLAIN_STREAM","DB2NT","T",,"23","DB2NT.EXPLAIN_STREAM"
"LEVERANDØR_BACKUP","DB2NT","T",,"55","DB2NT.LEVERANDØR_BACKUP"
"JOBJECT_TABLE","DBE","T","DB2 Forms saved forms (JAVA) table","8","DBE.JOBJECT_TABLE"
"JOBJECT_TABLE_X","DBE","T","DB2 Forms saved forms (JAVA) table","9","DBE.JOBJECT_TABLE_X"
"JOBJECT_VIEW","DBE","V",,"8","DBE.JOBJECT_VIEW"
"JOBJECT_VIEW_X","DBE","V",,"9","DBE.JOBJECT_VIEW_X"
"OBJECT_TABLE","DBE","T","DB2 Forms saved object table","8","DBE.OBJECT_TABLE"
"OBJECT_TABLE_X","DBE","T","DB2 Forms saved extended object table","9","DBE.OBJECT_TABLE_X"
"OBJECT_VIEW","DBE","V",,"8","DBE.OBJECT_VIEW"
"OBJECT_VIEW_X","DBE","V",,"9","DBE.OBJECT_VIEW_X"
"A_BEHOLD_HIST","DBM","T",,"17","DBM.A_BEHOLD_HIST"
"A_BEST_ANMOD_HODE","DBM","T",,"14","DBM.A_BEST_ANMOD_HODE"
"A_BEST_ANMOD_LIN","DBM","T",,"9","DBM.A_BEST_ANMOD_LIN"
"A_BESTHODE","DBM","T",,"62","DBM.A_BESTHODE"
"A_BESTLIN","DBM","T",,"60","DBM.A_BESTLIN"
"A_FRAKT_OLINJER","DBM","T",,"9","DBM.A_FRAKT_OLINJER"
"A_KORRIGERINGER","DBM","T",,"20","DBM.A_KORRIGERINGER"
"A_ORDRE_KVITTERING","DBM","T",,"4","DBM.A_ORDRE_KVITTERING"
"A_ORDRE_POS_ISSUES","DBM","T",,"27","DBM.A_ORDRE_POS_ISSUES"
"A_ORDRE_POS_TRANS","DBM","T",,"41","DBM.A_ORDRE_POS_TRANS"
"A_ORDRE_POS_TRANS_FOLLOWUP","DBM","T",,"7","DBM.A_ORDRE_POS_TRANS_FOLLOWUP"
"A_ORDRE_POS_TRANS_PAYBACKLST","DBM","T",,"28","DBM.A_ORDRE_POS_TRANS_PAYBACKLST"
"A_ORDRE_POS_TRANS_PAYBACKLST_MAT","DBM","T",,"5","DBM.A_ORDRE_POS_TRANS_PAYBACKLST_MAT"
"A_ORDREHODE","DBM","T",,"81","DBM.A_ORDREHODE"
"A_ORDREHODE_EC","DBM","T",,"7","DBM.A_ORDREHODE_EC"
"A_ORDREHODE_ENDR","DBM","T","","5","DBM.A_ORDREHODE_ENDR"
"A_ORDREHODE_SEKVNR","DBM","T",,"4","DBM.A_ORDREHODE_SEKVNR"
"A_ORDREHODE_SLETTET","DBM","T",,"83","DBM.A_ORDREHODE_SLETTET"
"A_ORDRELINJER","DBM","T",,"67","DBM.A_ORDRELINJER"
"A_ORDRELINJER_ENDR","DBM","T",,"10","DBM.A_ORDRELINJER_ENDR"
"A_ORDRELINJER_SLETTET","DBM","T",,"69","DBM.A_ORDRELINJER_SLETTET"
"A_SORDRE_LOG","DBM","T",,"11","DBM.A_SORDRE_LOG"
"A_TILBUD_LOG","DBM","T",,"7","DBM.A_TILBUD_LOG"
"A_VAREAVD","DBM","T",,"15","DBM.A_VAREAVD"
"A_VAREAVD_KOPI","DBM","T",,"13","DBM.A_VAREAVD_KOPI"
"A_VAREAVD_PR_30092015","DBM","T",,"15","DBM.A_VAREAVD_PR_30092015"
"A_VAREAVD_PR_30112015","DBM","T",,"15","DBM.A_VAREAVD_PR_30112015"
"A_VAREAVD_PR_31012016","DBM","T",,"15","DBM.A_VAREAVD_PR_31012016"
"A_VAREAVD_PR_31102015","DBM","T",,"15","DBM.A_VAREAVD_PR_31102015"
"A_VIHODE","DBM","T",,"12","DBM.A_VIHODE"
"A_VILIN","DBM","T",,"34","DBM.A_VILIN"
"AAFKSAL_LOG","DBM","T",,"9","DBM.AAFKSAL_LOG"
"AARSKV_NORD_OSE","DBM","T","","2","DBM.AARSKV_NORD_OSE"
"AARSKVANTRAB","DBM","T",,"8","DBM.AARSKVANTRAB"
"AARSKVANTRAB_KUNDE","DBM","T",,"5","DBM.AARSKVANTRAB_KUNDE"
"AARSKVRAB_20080101","DBM","T","","8","DBM.AARSKVRAB_20080101"
"AARSKVRAB_KUNDE_KO","DBM","T","","5","DBM.AARSKVRAB_KUNDE_KO"
"ABC_KATEGORI","DBM","T",,"5","DBM.ABC_KATEGORI"
"ABC_KATEGORI_TEMP","DBM","T",,"5","DBM.ABC_KATEGORI_TEMP"
"ABC_LEDETID","DBM","T",,"7","DBM.ABC_LEDETID"
"ABC_OLIN_DATOER","DBM","T",,"7","DBM.ABC_OLIN_DATOER"
"AC_NARINGSSTOFF","DBM","T","RESEPTER - NÆRINGSSTOFF FRA OPTIMERING PR. RESEPT","8","DBM.AC_NARINGSSTOFF"
"AC_NARINGSSTOFF_ENHET","DBM","T","ENHETER FOR NÆRINGSSTOFF FRA OPTIMERING PR. RESEPT","5","DBM.AC_NARINGSSTOFF_ENHET"
"AC_NARINGSSTOFF_GML","DBM","T","RESEPTER - NÆRINGSSTOFF FRA OPTIMERING PR. RESEPT","8","DBM.AC_NARINGSSTOFF_GML"
"AC_RESEPTHODE","DBM","T","RESEPTER FRA OPTIMERING TIL ALFRACIM","11","DBM.AC_RESEPTHODE"
"AC_RESEPTLINJER","DBM","T","RESEPTLINJER FRA OPTIMERING TIL ALFRACIM","9","DBM.AC_RESEPTLINJER"
"ACCESS_OPPSTART","DBM","T",,"6","DBM.ACCESS_OPPSTART"
"ACCESS_PARAMETER","DBM","T",,"7","DBM.ACCESS_PARAMETER"
"ACCESS_RAPPORT_DETALJER","DBM","T",,"11","DBM.ACCESS_RAPPORT_DETALJER"
"AD_BRUKER","DBM","T",,"9","DBM.AD_BRUKER"
"ADE3","DBM","T",,"3","DBM.ADE3"
"ADR_FAREKLASSER","DBM","T",,"3","DBM.ADR_FAREKLASSER"
"ADR_FAREKLASSER_ORIG","DBM","T",,"3","DBM.ADR_FAREKLASSER_ORIG"
"ADR_FAREKLASSER2","DBM","T",,"3","DBM.ADR_FAREKLASSER2"
"ADR_ID","DBM","T",,"14","DBM.ADR_ID"
"ADR_ID_ORIG","DBM","T",,"14","DBM.ADR_ID_ORIG"
"ADR_ID2","DBM","T",,"14","DBM.ADR_ID2"
"ADR_KLASSER_KODER","DBM","T",,"5","DBM.ADR_KLASSER_KODER"
"ADR_KLASSER_KODER_ORIG","DBM","T",,"5","DBM.ADR_KLASSER_KODER_ORIG"
"ADR_KLASSER_KODER2","DBM","T",,"5","DBM.ADR_KLASSER_KODER2"
"ADR_REPLACEMENT","DBM","T",,"2","DBM.ADR_REPLACEMENT"
"ADRESSENR_ALFRA","DBM","T","KUNDENS LEVERINGSADRESSENR TIL ALFRACIM","7","DBM.ADRESSENR_ALFRA"
"ADRTEKST","DBM","T","ADR-MERKING","6","DBM.ADRTEKST"
"AGRIPET_FKNR","DBM","T","AgriPet - Aktuelle FKNR","5","DBM.AGRIPET_FKNR"
"AH_BESTHODE","DBM","T",,"55","DBM.AH_BESTHODE"
"AH_BESTLIN","DBM","T",,"57","DBM.AH_BESTLIN"
"AH_FRAKT_OLINJER","DBM","T",,"9","DBM.AH_FRAKT_OLINJER"
"AH_ORDRE_KJORT","DBM","T",,"13","DBM.AH_ORDRE_KJORT"
"AH_ORDRE_SUMF","DBM","S",,"7","DBM.AH_ORDRE_SUMF"
"AH_ORDRE_SUMH","DBM","S",,"7","DBM.AH_ORDRE_SUMH"
"AH_ORDRE_TIL_HIST","DBM","T",,"5","DBM.AH_ORDRE_TIL_HIST"
"AH_ORDRE_TIL_HIST_2852","DBM","T",,"5","DBM.AH_ORDRE_TIL_HIST_2852"
"AH_ORDRE_TIL_HIST_8039","DBM","T",,"5","DBM.AH_ORDRE_TIL_HIST_8039"
"AH_ORDREHODE","DBM","T",,"81","DBM.AH_ORDREHODE"
"AH_ORDREHODE_ENDR","DBM","T","","5","DBM.AH_ORDREHODE_ENDR"
"AH_ORDRELINJER","DBM","T",,"67","DBM.AH_ORDRELINJER"
"AH_ORDRELINJER_ENDR","DBM","T",,"10","DBM.AH_ORDRELINJER_ENDR"
"AH_VIHODE","DBM","T",,"12","DBM.AH_VIHODE"
"AH_VILIN","DBM","T",,"32","DBM.AH_VILIN"
"AKTIVISER","DBM","T","PROGRAM ELLER FUNKSJONALITET AV ELLER På","3","DBM.AKTIVISER"
"ALFRA_IORDRE","DBM","T","INNKJØPSORDRE TIL ALFRACIM","4","DBM.ALFRA_IORDRE"
"ALFRA_PORDRE","DBM","T","PAKKEORDRE TIL ALFRACIM","4","DBM.ALFRA_PORDRE"
"ALLE_SALGSORDRE","DBM","T",,"2","DBM.ALLE_SALGSORDRE"
"ALT_INNKJ_PRIS","DBM","T",,"14","DBM.ALT_INNKJ_PRIS"
"ALT_LEV_AVD","DBM","T",,"5","DBM.ALT_LEV_AVD"
"ALT_LEV_AVD_KOPI","DBM","T",,"5","DBM.ALT_LEV_AVD_KOPI"
"ALTERNATIV_FRAKTKODE","DBM","T",,"9","DBM.ALTERNATIV_FRAKTKODE"
"ALTERNATIVT_PLASSNR","DBM","T",,"5","DBM.ALTERNATIVT_PLASSNR"
"ANLEGG","DBM","T","ANLEGGSTABELL","29","DBM.ANLEGG"
"ANMOD_MAL","DBM","T",,"4","DBM.ANMOD_MAL"
"ANSATT_RABATT","DBM","T","ANSATTRABATT","11","DBM.ANSATT_RABATT"
"ANSATTKUNDER","DBM","T",,"24","DBM.ANSATTKUNDER"
"ANSATTKUNDER_STAGE","DBM","T",,"24","DBM.ANSATTKUNDER_STAGE"
"ANSV_ERKL_MASKIN","DBM","T","Maskiner for utskrift av utskrift av ansvarserklæring.","15","DBM.ANSV_ERKL_MASKIN"
"ANSV_ERKL_PARAM","DBM","T","Ansvarserklæringer variabler i utskriften)","8","DBM.ANSV_ERKL_PARAM"
"ANSV_ERKL_TEKST","DBM","T","Ansvarserklæringer tekst (Rapportlinjene)","5","DBM.ANSV_ERKL_TEKST"
"ARBTIMER_MND","DBM","T","ARBEIDSTIMER PR. MND","3","DBM.ARBTIMER_MND"
"ART","DBM","T",,"4","DBM.ART"
"ART_EGENSKAP","DBM","T",,"4","DBM.ART_EGENSKAP"
"ARTIN_FEIL_LOGG","DBM","T",,"4","DBM.ARTIN_FEIL_LOGG"
"ARTSORT","DBM","T",,"8","DBM.ARTSORT"
"ARTSORT_EGENSKAP","DBM","T",,"7","DBM.ARTSORT_EGENSKAP"
"ARTSORTSLAG","DBM","T","Koblinger mellom sorter og slag, en sort kan tilhøre flere slag","3","DBM.ARTSORTSLAG"
"ATTRIBUTT_STATUS","DBM","T",,"2","DBM.ATTRIBUTT_STATUS"
"AVANSE_ENGROS","DBM","T",,"13","DBM.AVANSE_ENGROS"
"AVD_DIMENSJ","DBM","T",,"4","DBM.AVD_DIMENSJ"
"AVD_FOMR","DBM","T","","14","DBM.AVD_FOMR"
"AVD_WORK","DBM","T","WORK-TAB V/OPPR. AV NY AVD","7","DBM.AVD_WORK"
"AVDELINGS_FRAKT","DBM","T",,"9","DBM.AVDELINGS_FRAKT"
"AVDFRAKT","DBM","T",,"13","DBM.AVDFRAKT"
"AVDKOST","DBM","T",,"21","DBM.AVDKOST"
"AVDKOST_KALKYLE","DBM","T",,"20","DBM.AVDKOST_KALKYLE"
"AVDKOST_LOGG","DBM","T",,"16","DBM.AVDKOST_LOGG"
"AVDKOST_LOGG_PSL","DBM","T",,"10","DBM.AVDKOST_LOGG_PSL"
"AVDKOST_PR_LAGER","DBM","T",,"3","DBM.AVDKOST_PR_LAGER"
"AVDNR_ORDRENR","DBM","T",,"3","DBM.AVDNR_ORDRENR"
"AVDNR_ORDRENR_INNKJ","DBM","T",,"3","DBM.AVDNR_ORDRENR_INNKJ"
"AVDNR_ORDRENR_SALG","DBM","T",,"3","DBM.AVDNR_ORDRENR_SALG"
"AVDPARAM","DBM","T","AVDELINGSPARAMETRE - ORDRENR ETC.","37","DBM.AVDPARAM"
"AVDPARAM_NY","DBM","T","AVDELINGSPARAMETRE - ORDRENR ETC.","37","DBM.AVDPARAM_NY"
"AVDPARAM_SALG_OPT","DBM","T",,"4","DBM.AVDPARAM_SALG_OPT"
"AVDPARAM_UTE","DBM","T",,"37","DBM.AVDPARAM_UTE"
"AVDTAB_2S","DBM","T","AVDTAB FRA 4 TIL 2 SIFFER","2","DBM.AVDTAB_2S"
"AVREGNING","DBM","T","AVREGNINGSDATA FRA STATENS KORNFORRETNING","54","DBM.AVREGNING"
"AVVIST","DBM","T","AVVISTE OPPGJØR FRA STATENS KORNFORRETNING","31","DBM.AVVIST"
"AVVIST_BULK","DBM","T","AVVISTE BULK-UTVEININGER","18","DBM.AVVIST_BULK"
"AX_IKKE_PLUKK","DBM","T",,"2","DBM.AX_IKKE_PLUKK"
"AX_KLIENT","DBM","T",,"6","DBM.AX_KLIENT"
"AX_TIL_PLUKK","DBM","T",,"4","DBM.AX_TIL_PLUKK"
"AXIA_BEH_DIFF","DBM","T",,"6","DBM.AXIA_BEH_DIFF"
"AXIA_LAGERINFO","DBM","T",,"4","DBM.AXIA_LAGERINFO"
"AXIA_LAGERINFO_RAADATA","DBM","T",,"5","DBM.AXIA_LAGERINFO_RAADATA"
"AXIA_LAGERINFO_TEST","DBM","T",,"3","DBM.AXIA_LAGERINFO_TEST"
"AXIA_LS","DBM","T",,"6","DBM.AXIA_LS"
"B_BRUKER","DBM","T",,"15","DBM.B_BRUKER"
"B_BRUKER_AVD","DBM","T",,"2","DBM.B_BRUKER_AVD"
"B_BRUKER_PROF","DBM","T",,"2","DBM.B_BRUKER_PROF"
"B_FUNK_NIVAA","DBM","T",,"2","DBM.B_FUNK_NIVAA"
"B_FUNKSJON","DBM","T",,"3","DBM.B_FUNKSJON"
"B_NIVAA","DBM","T",,"2","DBM.B_NIVAA"
"B_NODER","DBM","T",,"4","DBM.B_NODER"
"B_PROFIL","DBM","T",,"3","DBM.B_PROFIL"
"B_PROFIL_FUNKS","DBM","T",,"3","DBM.B_PROFIL_FUNKS"
"B08_TILBAKE","DBM","T",,"6","DBM.B08_TILBAKE"
"BANK","DBM","T",,"12","DBM.BANK"
"BANKTERM_ID","DBM","T","","12","DBM.BANKTERM_ID"
"BANKTERM_INFO","DBM","T",,"8","DBM.BANKTERM_INFO"
"BANKTERM_INFO2","DBM","T",,"8","DBM.BANKTERM_INFO2"
"BANKTERM_MASKIN","DBM","T","","5","DBM.BANKTERM_MASKIN"
"BANKTERM_MASKIN_BACKUP","DBM","T",,"5","DBM.BANKTERM_MASKIN_BACKUP"
"BANKTERM_WORK","DBM","T","","10","DBM.BANKTERM_WORK"
"BARE_SENTRALT","DBM","T",,"1","DBM.BARE_SENTRALT"
"BASISTST_LEVVARENR_EKST","DBM","T",,"4","DBM.BASISTST_LEVVARENR_EKST"
"BATCHHODE","DBM","T","BATCHER SUMMERT PR.SERIE","15","DBM.BATCHHODE"
"BATCHLINJER","DBM","T","RÅVARELINJER - PRODUKSJONSBATCHER, SUMMERT PR. SERIE","11","DBM.BATCHLINJER"
"BCK_PNRTAB","DBM","T",,"5","DBM.BCK_PNRTAB"
"BEHA_BEHANDLET","DBM","T",,"3","DBM.BEHA_BEHANDLET"
"BEHKODER","DBM","T","BEHANDLINGSKODER","8","DBM.BEHKODER"
"BEHOLD_HIST","DBM","T","BEHOLDNINGSHISTORIKK","15","DBM.BEHOLD_HIST"
"BEHOLD_HIST_DAGLIG","DBM","T","BEHOLDNINGSHISTORIKK DAGLIG","16","DBM.BEHOLD_HIST_DAGLIG"
"BEHOLD_KORR","DBM","T",,"18","DBM.BEHOLD_KORR"
"BERITAK_HIST","DBM","T",,"9","DBM.BERITAK_HIST"
"BEST_EKST_DUB","DBM","T",,"3","DBM.BEST_EKST_DUB"
"BEST_KVITT_HODE","DBM","T",,"7","DBM.BEST_KVITT_HODE"
"BEST_KVITT_LINJE","DBM","T",,"7","DBM.BEST_KVITT_LINJE"
"BEST_TIL_HIST","DBM","T",,"5","DBM.BEST_TIL_HIST"
"BESTHODE","DBM","T","INNKJøP - ORDREHODE","58","DBM.BESTHODE"
"BESTHODE_EMAIL","DBM","T",,"6","DBM.BESTHODE_EMAIL"
"BESTLIN","DBM","T",,"47","DBM.BESTLIN"
"BESTLIN_DETALJER","DBM","T",,"9","DBM.BESTLIN_DETALJER"
"BESTNR_VARE","DBM","T",,"2","DBM.BESTNR_VARE"
"BESTPUNKT","DBM","T",,"8","DBM.BESTPUNKT"
"BESTPUNKT_HIST","DBM","T",,"11","DBM.BESTPUNKT_HIST"
"BESTPUNKT_KOPI","DBM","T",,"8","DBM.BESTPUNKT_KOPI"
"BESTVEI_AVVIK","DBM","T",,"4","DBM.BESTVEI_AVVIK"
"BETBET","DBM","T",,"5","DBM.BETBET"
"BHH_FIX","DBM","T","BEHOLD-HIST - HJ.TAB OPPRETTING FIL_....","12","DBM.BHH_FIX"
"BITAK99","DBM","T","OMKALK. GJ.SN.KOST 9912","4","DBM.BITAK99"
"BLANDINGSNR","DBM","T",,"2","DBM.BLANDINGSNR"
"BONUS_GRLAG","DBM","T",,"12","DBM.BONUS_GRLAG"
"BONUS_GRLAG_HIST","DBM","T",,"13","DBM.BONUS_GRLAG_HIST"
"BONUS_GRLAG_HIST_GML","DBM","T",,"12","DBM.BONUS_GRLAG_HIST_GML"
"BONUS_GRLAG_PRE","DBM","T",,"6","DBM.BONUS_GRLAG_PRE"
"BONUS_KUNDER","DBM","T",,"2","DBM.BONUS_KUNDER"
"BONUS_PARAM","DBM","T",,"3","DBM.BONUS_PARAM"
"BRANNV_ANLEGG","DBM","T","Salgsoppfølging solgte brannvarslingsanlegg","14","DBM.BRANNV_ANLEGG"
"BRANNV_LOGG","DBM","T","Servicelogg for solgte brannvarslingsanlegg","11","DBM.BRANNV_LOGG"
"BRUKER_EGENSKAPER","DBM","T",,"4","DBM.BRUKER_EGENSKAPER"
"BRUKT_KREDITT","DBM","T",,"13","DBM.BRUKT_KREDITT"
"BRYTERE","DBM","T",,"2","DBM.BRYTERE"
"BUT_ILAG_LEV_AVD","DBM","T",,"12","DBM.BUT_ILAG_LEV_AVD"
"BYTT_VAREGR","DBM","T",,"7","DBM.BYTT_VAREGR"
"CBL_SUM_BRUKERE","DBM","T",,"6","DBM.CBL_SUM_BRUKERE"
"COLLECTOR_TRANSER","DBM","T",,"14","DBM.COLLECTOR_TRANSER"
"CP_LEV_FAKT_LINJER","DBM","T",,"16","DBM.CP_LEV_FAKT_LINJER"
"CP_LEV_FAKT_OMKOST","DBM","T",,"5","DBM.CP_LEV_FAKT_OMKOST"
"CP_LEV_FAKTURA","DBM","T",,"37","DBM.CP_LEV_FAKTURA"
"CPH_LEV_FAKT_LINJE","DBM","T",,"16","DBM.CPH_LEV_FAKT_LINJE"
"CPH_LEV_FAKT_OMKOS","DBM","T",,"5","DBM.CPH_LEV_FAKT_OMKOS"
"CPH_LEV_FAKTURA","DBM","T",,"37","DBM.CPH_LEV_FAKTURA"
"CPY_ORDRELINJER","DBM","T","SALGSORDRE LINJER - CPY","46","DBM.CPY_ORDRELINJER"
"CPY_ORDREMERKNAD","DBM","T","ORDREMERKNADER - CPY","8","DBM.CPY_ORDREMERKNAD"
"CRM_FIX_KUNDER","DBM","T",,"2","DBM.CRM_FIX_KUNDER"
"CRM_FIX_KUNDER_20191031","DBM","T",,"2","DBM.CRM_FIX_KUNDER_20191031"
"CRM_Dedge","DBM","T",,"9","DBM.CRM_Dedge"
"CRM_INT_LEV","DBM","T",,"27","DBM.CRM_INT_LEV"
"CRM_PRODFORM","DBM","T",,"4","DBM.CRM_PRODFORM"
"D3_AVDTAB","DBM","T",,"2","DBM.D3_AVDTAB"
"D3_BRAND_DESC","DBM","T",,"6","DBM.D3_BRAND_DESC"
"D3_BRAND_MODEL","DBM","T",,"9","DBM.D3_BRAND_MODEL"
"D3_BRAND_MODEL_BK","DBM","T",,"8","DBM.D3_BRAND_MODEL_BK"
"D3_ENHET_FKNR","DBM","T",,"3","DBM.D3_ENHET_FKNR"
"D3_FKNR_MANGLER_I_D365","DBM","T",,"2","DBM.D3_FKNR_MANGLER_I_D365"
"D3_FKNR_MANGLER_PRIS","DBM","T",,"3","DBM.D3_FKNR_MANGLER_PRIS"
"D3_FKNR_UTTREKK","DBM","T",,"3","DBM.D3_FKNR_UTTREKK"
"D3_GOLIVE_ENDR","DBM","T",,"6","DBM.D3_GOLIVE_ENDR"
"D3_KUNDENR_CONFIG","DBM","T",,"3","DBM.D3_KUNDENR_CONFIG"
"D3_KUNDENR_UTTREKK","DBM","T",,"2","DBM.D3_KUNDENR_UTTREKK"
"D3_LEVNR_UTTREKK","DBM","T",,"2","DBM.D3_LEVNR_UTTREKK"
"D3_LOG2_MT041","DBM","T",,"7","DBM.D3_LOG2_MT041"
"D3_PRIS_TIL_D365","DBM","T",,"3","DBM.D3_PRIS_TIL_D365"
"D3_SALGSKANAL","DBM","T","MAPPING AV SALGSKANAL TIL D365FO","8","DBM.D3_SALGSKANAL"
"D3_SIGNATUR","DBM","T",,"2","DBM.D3_SIGNATUR"
"D3_SITE","DBM","T",,"4","DBM.D3_SITE"
"D3_SNITT","DBM","T",,"12","DBM.D3_SNITT"
