"File","FullPath","Extension","Risk","Disqualifiers","HitCount"
"ALLREXX.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\ALLREXX.CBL",".CBL","HIGH","C3","46"
"ARNE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\ARNE.CBL",".CBL","LOW","NONE","0"
"ASK-FIP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\ASK-FIP.CBL",".CBL","HIGH","C3","9"
"ASVI024.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\ASVI024.CBL",".CBL","HIGH","B-FILEIO,C3","65"
"AXALBEL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\AXALBEL.CBL",".CBL","HIGH","C3","9"
"AXAUTGT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\AXAUTGT.CBL",".CBL","MEDIUM","B-FILEIO","2"
"AXBLBEL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\AXBLBEL.CBL",".CBL","HIGH","C3","9"
"AXBRIMPM.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\AXBRIMPM.CBL",".CBL","HIGH","C3,B-FILEIO","11"
"AXBRIMPS.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\AXBRIMPS.CBL",".CBL","HIGH","B-FILEIO,C3","15"
"AXBUTGT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\AXBUTGT.CBL",".CBL","HIGH","C3","9"
"BDANETTO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BDANETTO.CBL",".CBL","LOW","NONE","0"
"BDFKAFO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BDFKAFO.CBL",".CBL","HIGH","C3","14"
"BDHBSNG.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BDHBSNG.CBL",".CBL","HIGH","C3","15"
"BDHETIK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BDHETIK.CBL",".CBL","HIGH","C3,B-FILEIO","71"
"BDHLTXT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BDHLTXT.CBL",".CBL","HIGH","C3","17"
"BDHMARK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BDHMARK.CBL",".CBL","HIGH","C3","21"
"BDHSAST.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BDHSAST.CBL",".CBL","HIGH","C3","18"
"BDHSASV.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BDHSASV.CBL",".CBL","HIGH","C3","31"
"BDHSIGN.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BDHSIGN.CBL",".CBL","HIGH","C3","37"
"BDVBSNG.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BDVBSNG.CBL",".CBL","HIGH","C3","9"
"BDVETIK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BDVETIK.CBL",".CBL","HIGH","C3","16"
"BDVLTXT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BDVLTXT.CBL",".CBL","HIGH","C3","8"
"BDVMARK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BDVMARK.CBL",".CBL","HIGH","C3","8"
"BDVSAST.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BDVSAST.CBL",".CBL","HIGH","C3","13"
"BDVSASV.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BDVSASV.CBL",".CBL","HIGH","C3","6"
"BDVSIGN.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BDVSIGN.CBL",".CBL","HIGH","C3","11"
"BHBETIN.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BHBETIN.CBL",".CBL","HIGH","C3","19"
"BHBPLAS.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BHBPLAS.CBL",".CBL","HIGH","C3","20"
"BHBVINN.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BHBVINN.CBL",".CBL","HIGH","C3","20"
"BIABELA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIABELA.CBL",".CBL","HIGH","C3","31"
"BIABLOM.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIABLOM.CBL",".CBL","HIGH","C3","28"
"BIADOFF.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIADOFF.CBL",".CBL","HIGH","C3","9"
"BIAFORS.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIAFORS.CBL",".CBL","HIGH","B-FILEIO,C3","27"
"BIAIAVT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIAIAVT.CBL",".CBL","HIGH","C3","9"
"BIAIEKO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIAIEKO.CBL",".CBL","HIGH","B-FILEIO,C3","3"
"BIAINSI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIAINSI.CBL",".CBL","HIGH","C3,B-FILEIO","56"
"BIAIOKO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIAIOKO.CBL",".CBL","HIGH","B-FILEIO,C3","9"
"BIAKDTO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIAKDTO.CBL",".CBL","LOW","NONE","0"
"BIARESPT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIARESPT.CBL",".CBL","MEDIUM","B-FILEIO","2"
"BIAVIKO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIAVIKO.CBL",".CBL","HIGH","B-FILEIO,C3","5"
"BIAVKUR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIAVKUR.CBL",".CBL","HIGH","C3","11"
"BIBAUTO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIBAUTO.CBL",".CBL","HIGH","C3","9"
"BIBBLFE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIBBLFE.CBL",".CBL","HIGH","C3,B-FILEIO","18"
"BIBBLOM.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIBBLOM.CBL",".CBL","HIGH","C3,B-FILEIO","25"
"BIBDAIF.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIBDAIF.CBL",".CBL","HIGH","C3,B-FILEIO","47"
"BIBDAIN.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIBDAIN.CBL",".CBL","HIGH","C3,B-FILEIO","49"
"BIBDAIT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIBDAIT.CBL",".CBL","HIGH","C3,B-FILEIO","44"
"BIBHIST.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIBHIST.CBL",".CBL","HIGH","C3,B-FILEIO","16"
"BIBINRH.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIBINRH.CBL",".CBL","HIGH","C3,B-FILEIO","12"
"BIBINSA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIBINSA.CBL",".CBL","HIGH","C3,B-FILEIO","12"
"BIBLEVR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIBLEVR.CBL",".CBL","HIGH","C3,B-FILEIO","41"
"BIBLEVR1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIBLEVR1.CBL",".CBL","HIGH","C3,B-FILEIO","21"
"BIBLEVR2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIBLEVR2.CBL",".CBL","HIGH","C3,B-FILEIO","21"
"BIFAPRO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIFAPRO.CBL",".CBL","HIGH","C3","39"
"BIFEDIT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIFEDIT.CBL",".CBL","HIGH","C3","35"
"BIFEDVI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIFEDVI.CBL",".CBL","HIGH","C3","17"
"BIFENVA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIFENVA.CBL",".CBL","HIGH","C3","26"
"BIFINFI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIFINFI.CBL",".CBL","HIGH","C3,B-FILEIO","11"
"BIFIODT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIFIODT.CBL",".CBL","HIGH","C3","10"
"BIFIOS2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIFIOS2.CBL",".CBL","HIGH","C3","17"
"BIFIOSO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIFIOSO.CBL",".CBL","HIGH","C3","19"
"BIFIOVI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIFIOVI.CBL",".CBL","HIGH","C3","71"
"BIFISBE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIFISBE.CBL",".CBL","HIGH","C3","14"
"BIFLOGG.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIFLOGG.CBL",".CBL","HIGH","C3","12"
"BIFSOKI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIFSOKI.CBL",".CBL","HIGH","C3","13"
"BIFTMS1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIFTMS1.CBL",".CBL","HIGH","C3","27"
"BIFUTFI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIFUTFI.CBL",".CBL","HIGH","C3,B-FILEIO","13"
"BIFUTVI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIFUTVI.CBL",".CBL","HIGH","C3,B-FILEIO","12"
"BIFVISO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIFVISO.CBL",".CBL","HIGH","C3","20"
"BIFVIVI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIFVIVI.CBL",".CBL","HIGH","C3","13"
"BIHAPRO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIHAPRO.CBL",".CBL","HIGH","C3","4"
"BIHDIFK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIHDIFK.CBL",".CBL","HIGH","C3","9"
"BIHIEDO.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIHIEDO.cbl",".CBL","HIGH","C3","26"
"BIHINEX.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIHINEX.CBL",".CBL","HIGH","C3","11"
"BIHINN2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIHINN2.CBL",".CBL","HIGH","C3","130"
"BIHINNK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIHINNK.CBL",".CBL","HIGH","C3","131"
"BIHIOFO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIHIOFO.CBL",".CBL","HIGH","C3","11"
"bihiovi.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\bihiovi.CBL",".CBL","HIGH","C3","10"
"BIHKPIF.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIHKPIF.CBL",".CBL","HIGH","C3","36"
"BIHPAIF.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIHPAIF.CBL",".CBL","HIGH","C3","16"
"BIVAPRO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIVAPRO.CBL",".CBL","HIGH","C3","10"
"BIVDIFK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIVDIFK.CBL",".CBL","HIGH","C3","8"
"BIVIEDO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIVIEDO.CBL",".CBL","HIGH","C3","8"
"BIVINN2.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIVINN2.CBL",".CBL","HIGH","C3","43"
"BIVINNK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIVINNK.CBL",".CBL","HIGH","C3","43"
"BIVIOFO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIVIOFO.CBL",".CBL","HIGH","C3","6"
"BIVISBE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIVISBE.CBL",".CBL","HIGH","C3","6"
"BIVKPIF.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIVKPIF.CBL",".CBL","HIGH","C3","15"
"BIVPAIF.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIVPAIF.CBL",".CBL","HIGH","C3","9"
"BIVSOKI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIVSOKI.CBL",".CBL","HIGH","C3","7"
"BIVTMS1.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIVTMS1.CBL",".CBL","HIGH","C3","8"
"BIAAUTO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BIAAUTO.CBL",".CBL","HIGH","C3","17"
"BKABEKA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKABEKA.CBL",".CBL","HIGH","B-FILEIO,C3","11"
"BKAKALI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKAKALI.CBL",".CBL","HIGH","B-FILEIO,C3","33"
"BKALDKA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKALDKA.CBL",".CBL","HIGH","B-FILEIO,C3","7"
"BKBKALI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKBKALI.CBL",".CBL","HIGH","C3","9"
"BKFBATE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKFBATE.CBL",".CBL","LOW","NONE","0"
"BKFINFA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKFINFA.CBL",".CBL","HIGH","B-FILEIO,C3","47"
"BKFINNB.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKFINNB.CBL",".CBL","HIGH","B-FILEIO,C3","27"
"BKFMTRA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKFMTRA.CBL",".CBL","HIGH","C3","25"
"BKFTEBA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKFTEBA.CBL",".CBL","HIGH","B-FILEIO,C3","11"
"BKHBAID.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKHBAID.CBL",".CBL","HIGH","C3","14"
"BKHBAMA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKHBAMA.CBL",".CBL","HIGH","C3","12"
"BKHINNB.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKHINNB.CBL",".CBL","HIGH","C3","6"
"BKHKAMA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKHKAMA.CBL",".CBL","HIGH","C3","21"
"BKHKASS.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKHKASS.CBL",".CBL","HIGH","C3","14"
"BKHLIOP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKHLIOP.CBL",".CBL","HIGH","C3","29"
"BKHLMND.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKHLMND.CBL",".CBL","HIGH","C3","40"
"BKHMTRA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKHMTRA.CBL",".CBL","HIGH","C3","6"
"bkhoppg.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\bkhoppg.cbl",".CBL","HIGH","B-FILEIO,C3","88"
"bkhteba.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\bkhteba.cbl",".CBL","HIGH","C3","6"
"BKVBAMA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKVBAMA.CBL",".CBL","HIGH","C3","6"
"BKVINFA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKVINFA.CBL",".CBL","HIGH","C3","8"
"BKVINNB.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKVINNB.CBL",".CBL","HIGH","C3","11"
"BKVKAMA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKVKAMA.CBL",".CBL","HIGH","C3","6"
"BKVKASS.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKVKASS.CBL",".CBL","HIGH","C3","7"
"BKVLIOP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKVLIOP.CBL",".CBL","HIGH","C3","9"
"BKVLMND.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKVLMND.CBL",".CBL","HIGH","C3","7"
"BKVMTRA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKVMTRA.CBL",".CBL","HIGH","C3","11"
"BKVOPPG.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BKVOPPG.CBL",".CBL","HIGH","C3","6"
"BLAINNG.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLAINNG.CBL",".CBL","MEDIUM","B-FILEIO","2"
"BLAKOKV.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLAKOKV.CBL",".CBL","HIGH","B-FILEIO,C3","16"
"BLASKAK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLASKAK.CBL",".CBL","HIGH","C3","19"
"BLATAVL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLATAVL.CBL",".CBL","HIGH","B-FILEIO,C3","22"
"BLATEOP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLATEOP.CBL",".CBL","HIGH","C3","24"
"BLATLIS.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLATLIS.CBL",".CBL","HIGH","B-FILEIO,C3","43"
"BLAVBRP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLAVBRP.CBL",".CBL","HIGH","B-FILEIO,C3","3"
"BLAVIDI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLAVIDI.CBL",".CBL","HIGH","C3","16"
"BLAVIUL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLAVIUL.CBL",".CBL","HIGH","C3","33"
"BLBAXLA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLBAXLA.CBL",".CBL","HIGH","C3,B-FILEIO","23"
"BLBHIST.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLBHIST.CBL",".CBL","HIGH","C3,B-FILEIO","42"
"BLBJDPL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLBJDPL.CBL",".CBL","HIGH","C3,B-FILEIO","27"
"BLBTEBE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLBTEBE.CBL",".CBL","HIGH","C3,B-FILEIO","27"
"BLBUVEI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLBUVEI.CBL",".CBL","HIGH","C3,B-FILEIO","24"
"BLBVIUL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLBVIUL.CBL",".CBL","HIGH","C3,B-FILEIO","11"
"BLDVBVI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLDVBVI.CBL",".CBL","HIGH","C3","38"
"BLFBELA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLFBELA.CBL",".CBL","HIGH","C3","12"
"BLFBELO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLFBELO.CBL",".CBL","HIGH","C3","12"
"BLFINNA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLFINNA.CBL",".CBL","HIGH","C3","17"
"BLFKOSK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLFKOSK.CBL",".CBL","HIGH","C3","12"
"BLFKOVI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLFKOVI.CBL",".CBL","HIGH","C3","11"
"BLFPRBE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLFPRBE.CBL",".CBL","HIGH","C3","34"
"BLFSEBO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLFSEBO.CBL",".CBL","HIGH","C3","38"
"BLFVBVI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLFVBVI.CBL",".CBL","HIGH","C3","16"
"BLFVITB.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLFVITB.CBL",".CBL","HIGH","C3","10"
"BLHANKO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLHANKO.CBL",".CBL","HIGH","C3","44"
"BLHFKRA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLHFKRA.CBL",".CBL","HIGH","C3","9"
"BLHFLYT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLHFLYT.CBL",".CBL","HIGH","C3","9"
"BLHINNG.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLHINNG.CBL",".CBL","HIGH","C3","80"
"BLHKOAK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLHKOAK.CBL",".CBL","HIGH","C3","14"
"BLHKOFO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLHKOFO.CBL",".CBL","HIGH","C3","14"
"BLHKORR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLHKORR.CBL",".CBL","HIGH","C3","18"
"BLHLSTE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLHLSTE.CBL",".CBL","HIGH","C3","15"
"BLHPLNR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLHPLNR.CBL",".CBL","HIGH","C3","17"
"BLHSEBH.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLHSEBH.CBL",".CBL","HIGH","C3","14"
"BLHSKAK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLHSKAK.CBL",".CBL","HIGH","C3","14"
"BLHTAVI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLHTAVI.CBL",".CBL","HIGH","C3","13"
"BLHTELL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLHTELL.CBL",".CBL","HIGH","C3","35"
"BLHTESL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLHTESL.CBL",".CBL","HIGH","C3","37"
"BLHVBSO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLHVBSO.CBL",".CBL","HIGH","C3","6"
"BLHVIFO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLHVIFO.CBL",".CBL","HIGH","C3","13"
"BLVANKO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLVANKO.CBL",".CBL","HIGH","C3","16"
"BLVFKRA.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLVFKRA.CBL",".CBL","HIGH","C3","8"
"BLVFLYT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLVFLYT.CBL",".CBL","HIGH","C3","11"
"BLVINNG.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLVINNG.CBL",".CBL","HIGH","C3","22"
"BLVKOAK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLVKOAK.CBL",".CBL","HIGH","C3","7"
"BLVKOFO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLVKOFO.CBL",".CBL","HIGH","C3","10"
"BLVKORR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLVKORR.CBL",".CBL","HIGH","C3","6"
"BLVLSTE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLVLSTE.CBL",".CBL","HIGH","C3","12"
"BLVPLNR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLVPLNR.CBL",".CBL","HIGH","C3","10"
"BLVSKAK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLVSKAK.CBL",".CBL","HIGH","C3","9"
"BLVTAVI.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLVTAVI.CBL",".CBL","HIGH","C3","15"
"BLVTELL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLVTELL.CBL",".CBL","HIGH","C3","13"
"BLVTESL.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLVTESL.CBL",".CBL","HIGH","C3","6"
"BLVVBSO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLVVBSO.CBL",".CBL","HIGH","C3","8"
"BLVVIFO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\BLVVIFO.CBL",".CBL","HIGH","C3","11"
