"File","FullPath","Extension","Risk","Disqualifiers","HitCount"
"RSFF047.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF047.CBL",".CBL","HIGH","B-FILEIO,C3","13"
"RSFF048.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF048.CBL",".CBL","HIGH","C3","16"
"RSFF049.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF049.CBL",".CBL","HIGH","C3","14"
"RSFF050.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF050.CBL",".CBL","HIGH","B-FILEIO,C3","13"
"RSFF051.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF051.CBL",".CBL","HIGH","C3","13"
"RSFF052.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF052.CBL",".CBL","HIGH","C3","9"
"RSFF053.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF053.CBL",".CBL","HIGH","C3","35"
"RSFF054.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF054.CBL",".CBL","HIGH","C3","13"
"RSFF055.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF055.CBL",".CBL","HIGH","C3","20"
"RSFF056.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF056.CBL",".CBL","HIGH","C3","36"
"RSFF057.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF057.CBL",".CBL","HIGH","B-FILEIO,C3","47"
"RSFF058.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF058.CBL",".CBL","HIGH","C3","11"
"RSFF059.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF059.CBL",".CBL","HIGH","C3","11"
"RSFF060.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF060.CBL",".CBL","HIGH","C3","14"
"RSFF061.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF061.CBL",".CBL","HIGH","C3","11"
"RSFF062.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF062.CBL",".CBL","HIGH","B-FILEIO,C3","31"
"RSFF063.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF063.CBL",".CBL","HIGH","B-FILEIO,C3","12"
"RSFF064.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF064.CBL",".CBL","HIGH","B-FILEIO,C3","13"
"RSFF065.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF065.CBL",".CBL","HIGH","C3","18"
"RSFF066.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF066.CBL",".CBL","HIGH","B-FILEIO,C3","87"
"RSFF068.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF068.CBL",".CBL","HIGH","C3","14"
"RSFF069.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF069.CBL",".CBL","HIGH","C3","17"
"RSFF070.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF070.CBL",".CBL","HIGH","C3","21"
"RSFF071.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF071.CBL",".CBL","HIGH","C3","21"
"RSFF072.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF072.CBL",".CBL","HIGH","B-FILEIO,C3","69"
"RSFF073.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF073.CBL",".CBL","HIGH","C3","25"
"RSFF074.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFF074.CBL",".CBL","HIGH","C3","19"
"RSFFORG.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFFORG.CBL",".CBL","HIGH","C3","23"
"RSFINFO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFINFO.CBL",".CBL","HIGH","C3","19"
"RSFKOLO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFKOLO.CBL",".CBL","HIGH","C3","24"
"RSFKONT.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFKONT.CBL",".CBL","HIGH","C3","51"
"RSFKOOP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFKOOP.CBL",".CBL","HIGH","B-FILEIO,C3","27"
"RSFKORN.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFKORN.CBL",".CBL","HIGH","B-FILEIO,C3","81"
"RSFLINJ.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFLINJ.CBL",".CBL","HIGH","C3","38"
"RSFNRSE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFNRSE.CBL",".CBL","HIGH","C3","16"
"RSFPART.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFPART.CBL",".CBL","HIGH","C3","20"
"RSFRAAV.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFRAAV.CBL",".CBL","HIGH","B-FILEIO,C3","64"
"RSFVE01.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFVE01.CBL",".CBL","HIGH","B-FILEIO,C3","114"
"RSFVE02.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFVE02.CBL",".CBL","HIGH","C3","53"
"RSFVE03.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFVE03.CBL",".CBL","HIGH","C3","37"
"RSFVE05.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFVE05.CBL",".CBL","HIGH","B-FILEIO,C3","48"
"RSFVE06.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFVE06.CBL",".CBL","HIGH","C3","25"
"RSFVE07.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFVE07.CBL",".CBL","HIGH","C3","35"
"RSFVE10.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFVE10.CBL",".CBL","HIGH","C3","85"
"RSFVE11.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFVE11.CBL",".CBL","HIGH","B-FILEIO,C3","111"
"RSFVE12.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFVE12.CBL",".CBL","HIGH","C3","88"
"RSFVE13.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFVE13.CBL",".CBL","HIGH","C3","39"
"RSFVE15.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFVE15.CBL",".CBL","HIGH","C3","32"
"RSFVE16.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFVE16.CBL",".CBL","HIGH","C3","45"
"RSFVE17.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFVE17.CBL",".CBL","HIGH","C3","30"
"RSFVE18.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFVE18.CBL",".CBL","HIGH","C3","21"
"RSFVE19.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFVE19.CBL",".CBL","HIGH","C3,B-FILEIO","9"
"RSFVE20.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFVE20.CBL",".CBL","HIGH","B-FILEIO,C3","26"
"RSFVE21.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFVE21.CBL",".CBL","HIGH","B-FILEIO,C3","49"
"RSFVE22.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFVE22.CBL",".CBL","HIGH","C3","15"
"RSFVE23.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFVE23.CBL",".CBL","HIGH","B-FILEIO,C3","68"
"RSFWEAR.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFWEAR.CBL",".CBL","HIGH","C3","13"
"RSFWEAS.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSFWEAS.CBL",".CBL","HIGH","C3","13"
"RSHAVLE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSHAVLE.CBL",".CBL","HIGH","C3","6"
"rshbeis.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshbeis.cbl",".CBL","HIGH","C3","6"
"rshbest.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshbest.cbl",".CBL","HIGH","C3","7"
"rsheisp.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rsheisp.cbl",".CBL","HIGH","B-FILEIO,C3","54"
"rshf002.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf002.cbl",".CBL","HIGH","C3","7"
"rshf005.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf005.cbl",".CBL","HIGH","C3","7"
"rshf007.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf007.cbl",".CBL","HIGH","C3","7"
"rshf013.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf013.cbl",".CBL","HIGH","C3","7"
"rshf015.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf015.cbl",".CBL","HIGH","C3","6"
"rshf019.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf019.cbl",".CBL","HIGH","C3","6"
"rshf021.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf021.cbl",".CBL","HIGH","C3","7"
"rshf024.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf024.cbl",".CBL","HIGH","C3","7"
"rshf025.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf025.cbl",".CBL","HIGH","C3","7"
"rshf026.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf026.cbl",".CBL","HIGH","C3","7"
"rshf027.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf027.cbl",".CBL","HIGH","C3","7"
"rshf029.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf029.cbl",".CBL","HIGH","C3","6"
"rshf031.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf031.cbl",".CBL","HIGH","C3","7"
"rshf032.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf032.cbl",".CBL","HIGH","C3","7"
"rshf033.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf033.cbl",".CBL","HIGH","C3","7"
"rshf041.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf041.cbl",".CBL","HIGH","C3","6"
"rshf043.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf043.cbl",".CBL","HIGH","C3","7"
"rshf044.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf044.cbl",".CBL","HIGH","C3","7"
"rshf047.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf047.cbl",".CBL","HIGH","C3","7"
"rshf048.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf048.cbl",".CBL","HIGH","C3","6"
"rshf051.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf051.cbl",".CBL","HIGH","C3","6"
"rshf054.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf054.cbl",".CBL","HIGH","C3","6"
"rshf056.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf056.cbl",".CBL","HIGH","C3","6"
"rshf058.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf058.cbl",".CBL","HIGH","C3","6"
"rshf062.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf062.cbl",".CBL","HIGH","C3","6"
"rshf067.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf067.cbl",".CBL","HIGH","C3","8"
"rshf068.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshf068.cbl",".CBL","HIGH","C3","7"
"rshkod1.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshkod1.cbl",".CBL","HIGH","B-FILEIO,C3","60"
"rshkoge.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshkoge.cbl",".CBL","HIGH","B-FILEIO,C3","55"
"rshkok2.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshkok2.cbl",".CBL","HIGH","B-FILEIO,C3","31"
"rshkokf.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshkokf.cbl",".CBL","HIGH","B-FILEIO,C3","58"
"rshkolo.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshkolo.cbl",".CBL","HIGH","C3","6"
"rshkont.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshkont.cbl",".CBL","HIGH","C3","6"
"RSHKOOP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSHKOOP.CBL",".CBL","HIGH","C3","7"
"rshkorn.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshkorn.cbl",".CBL","HIGH","C3","6"
"rshkoty.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshkoty.cbl",".CBL","HIGH","C3","18"
"rshnrse.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshnrse.cbl",".CBL","HIGH","C3","6"
"rshpart.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshpart.cbl",".CBL","HIGH","C3","6"
"rshra01.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshra01.cbl",".CBL","HIGH","B-FILEIO,C3","15"
"rshraav.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshraav.cbl",".CBL","HIGH","C3","7"
"rshve01.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshve01.cbl",".CBL","HIGH","C3","6"
"rshve04.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshve04.cbl",".CBL","HIGH","B-FILEIO,C3","87"
"rshve15.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshve15.cbl",".CBL","HIGH","C3","6"
"rshve17.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshve17.cbl",".CBL","HIGH","C3","6"
"rshve21.cbl","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\rshve21.cbl",".CBL","HIGH","C3","7"
"RSVAVLE.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVAVLE.CBL",".CBL","HIGH","C3","10"
"RSVBEIS.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVBEIS.CBL",".CBL","HIGH","C3","9"
"RSVBESS.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVBESS.CBL",".CBL","HIGH","C3","24"
"RSVBEST.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVBEST.CBL",".CBL","HIGH","C3","14"
"RSVDYRK.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVDYRK.CBL",".CBL","HIGH","C3","15"
"RSVEIEN.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVEIEN.CBL",".CBL","HIGH","C3","9"
"RSVEIOV.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVEIOV.CBL",".CBL","HIGH","C3","16"
"RSVEISP.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVEISP.CBL",".CBL","HIGH","C3","9"
"RSVF001.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF001.CBL",".CBL","HIGH","C3","10"
"RSVF002.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF002.CBL",".CBL","HIGH","C3","16"
"RSVF003.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF003.CBL",".CBL","HIGH","C3","12"
"RSVF004.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF004.CBL",".CBL","HIGH","C3","20"
"RSVF005.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF005.CBL",".CBL","HIGH","C3","11"
"RSVF006.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF006.CBL",".CBL","HIGH","C3","8"
"RSVF007.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF007.CBL",".CBL","HIGH","C3","11"
"RSVF008.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF008.CBL",".CBL","HIGH","C3","9"
"RSVF009.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF009.CBL",".CBL","HIGH","C3","18"
"RSVF010.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF010.CBL",".CBL","HIGH","C3","10"
"RSVF011.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF011.CBL",".CBL","HIGH","C3","12"
"RSVF012.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF012.CBL",".CBL","HIGH","C3","9"
"RSVF013.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF013.CBL",".CBL","HIGH","C3","8"
"RSVF014.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF014.CBL",".CBL","HIGH","C3","10"
"RSVF015.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF015.CBL",".CBL","HIGH","C3","20"
"RSVF016.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF016.CBL",".CBL","HIGH","C3","7"
"RSVF017.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF017.CBL",".CBL","HIGH","C3","19"
"RSVF018.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF018.CBL",".CBL","HIGH","C3","7"
"RSVF019.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF019.CBL",".CBL","HIGH","C3","29"
"RSVF020.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF020.CBL",".CBL","HIGH","C3","8"
"RSVF021.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF021.CBL",".CBL","HIGH","C3","13"
"RSVF022.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF022.CBL",".CBL","HIGH","C3","10"
"RSVF023.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF023.CBL",".CBL","HIGH","C3","8"
"RSVF024.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF024.CBL",".CBL","HIGH","C3","7"
"RSVF025.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF025.CBL",".CBL","HIGH","C3","14"
"RSVF026.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF026.CBL",".CBL","HIGH","C3","9"
"RSVF027.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF027.CBL",".CBL","HIGH","C3","14"
"RSVF029.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF029.CBL",".CBL","HIGH","C3","10"
"RSVF031.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF031.CBL",".CBL","HIGH","C3","26"
"RSVF032.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF032.CBL",".CBL","HIGH","C3","25"
"RSVF035.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF035.CBL",".CBL","HIGH","C3","6"
"RSVF036.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF036.CBL",".CBL","HIGH","C3","6"
"RSVF037.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF037.CBL",".CBL","HIGH","C3","7"
"RSVF038.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF038.CBL",".CBL","HIGH","C3","9"
"RSVF039.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF039.CBL",".CBL","HIGH","C3","6"
"RSVF040.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF040.CBL",".CBL","HIGH","C3","10"
"RSVF041.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF041.CBL",".CBL","HIGH","C3","12"
"RSVF042.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF042.CBL",".CBL","HIGH","C3","9"
"RSVF043.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF043.CBL",".CBL","HIGH","C3","8"
"RSVF044.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF044.CBL",".CBL","HIGH","C3","9"
"RSVF045.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF045.CBL",".CBL","HIGH","C3","9"
"RSVF046.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF046.CBL",".CBL","HIGH","C3","9"
"RSVF047.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF047.CBL",".CBL","HIGH","C3","9"
"RSVF048.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF048.CBL",".CBL","HIGH","C3","10"
"RSVF049.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF049.CBL",".CBL","HIGH","C3","8"
"RSVF050.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF050.CBL",".CBL","HIGH","C3","7"
"RSVF051.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF051.CBL",".CBL","HIGH","C3","7"
"RSVF052.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF052.CBL",".CBL","HIGH","C3","12"
"RSVF053.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF053.CBL",".CBL","HIGH","C3","7"
"RSVF054.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF054.CBL",".CBL","HIGH","C3","10"
"RSVF055.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF055.CBL",".CBL","HIGH","C3","12"
"RSVF056.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF056.CBL",".CBL","HIGH","C3","12"
"RSVF057.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF057.CBL",".CBL","HIGH","C3","11"
"RSVF058.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF058.CBL",".CBL","HIGH","C3","14"
"RSVF059.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF059.CBL",".CBL","HIGH","C3","7"
"RSVF060.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF060.CBL",".CBL","HIGH","C3","7"
"RSVF062.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF062.CBL",".CBL","HIGH","C3","12"
"RSVF063.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF063.CBL",".CBL","HIGH","C3","10"
"RSVF064.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF064.CBL",".CBL","HIGH","C3","9"
"RSVF066.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF066.CBL",".CBL","HIGH","C3","13"
"RSVF067.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF067.CBL",".CBL","HIGH","C3","7"
"RSVF068.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF068.CBL",".CBL","HIGH","C3","9"
"RSVF069.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF069.CBL",".CBL","HIGH","C3","11"
"RSVF070.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF070.CBL",".CBL","HIGH","C3","7"
"RSVF071.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF071.CBL",".CBL","HIGH","C3","12"
"RSVF072.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF072.CBL",".CBL","HIGH","C3","11"
"RSVF073.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF073.CBL",".CBL","HIGH","C3","10"
"RSVF074.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVF074.CBL",".CBL","HIGH","C3","8"
"RSVFORG.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVFORG.CBL",".CBL","HIGH","C3","11"
"RSVINFO.CBL","C:\opt\data\AutoDocJson\tmp\DedgeRepository\Dedge\cbl\RSVINFO.CBL",".CBL","HIGH","C3","6"
